"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"468","estowqx","batch_51856","2017-11-20","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,50.4,"idexxquantitray","mpn","mpn"
"469","estowqx","batch_51755","2017-02-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,5.2,"idexxquantitray","mpn","mpn"
"470","estowqx","batch_51788","2017-09-13","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,42,"idexxquantitray","mpn","mpn"
"471","estowqx","batch_51762","2017-08-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,36.4,"idexxquantitray","mpn","mpn"
"472","estowqx","batch_113173","2017-09-13","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,6.3,"idexxquantitray","mpn","mpn"
"473","estowqx","batch_113174","2017-11-20","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,2,"idexxquantitray","mpn","mpn"
"474","estowqx","batch_113221","2017-08-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,21.1,"idexxquantitray","mpn","mpn"
"475","estowqx","batch_113227","2017-03-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,10.8,"idexxquantitray","mpn","mpn"
"476","estowqx","batch_113238","2017-12-20","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,1,"idexxquantitray","mpn","mpn"
"477","estowqx","batch_113248","2017-10-25","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,43.7,"idexxquantitray","mpn","mpn"
"478","estowqx","batch_137476","2017-12-20","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,14.4,"idexxquantitray","mpn","mpn"
"479","estowqx","batch_137483","2017-09-13","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,45.7,"idexxquantitray","mpn","mpn"
"480","estowqx","batch_137472","2017-08-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,172,"idexxquantitray","mpn","mpn"
"481","estowqx","batch_137488","2017-10-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,74.8,"idexxquantitray","mpn","mpn"
"482","estowqx","batch_137455","2017-07-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,108.6,"idexxquantitray","mpn","mpn"
"483","estowqx","batch_137445","2017-11-20","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,58.8,"idexxquantitray","mpn","mpn"
"484","estowqx","batch_141718","2018-03-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,17.3,"idexxquantitray","mpn","mpn"
"485","estowqx","batch_141705","2018-06-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,95.9,"idexxquantitray","mpn","mpn"
"486","estowqx","batch_141732","2018-05-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,93.4,"idexxquantitray","mpn","mpn"
"487","estowqx","batch_141736","2018-12-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,27.5,"idexxquantitray","mpn","mpn"
"488","estowqx","batch_141729","2018-04-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,40.8,"idexxquantitray","mpn","mpn"
"489","estowqx","batch_141719","2018-09-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,93.3,"idexxquantitray","mpn","mpn"
"490","estowqx","batch_141722","2018-10-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,52,"idexxquantitray","mpn","mpn"
"491","estowqx","batch_141723","2018-08-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,225.4,"idexxquantitray","mpn","mpn"
"492","estowqx","batch_141691","2018-07-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,9.4,"idexxquantitray","mpn","mpn"
"493","estowqx","batch_141730","2018-11-18","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,60.9,"idexxquantitray","mpn","mpn"
"494","estowqx","batch_150652","2018-10-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,15.2,"idexxquantitray","mpn","mpn"
"495","estowqx","batch_150650","2018-05-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,15.6,"idexxquantitray","mpn","mpn"
"496","estowqx","batch_150665","2018-08-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,70.3,"idexxquantitray","mpn","mpn"
"497","estowqx","batch_150659","2018-09-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,45.2,"idexxquantitray","mpn","mpn"
"498","estowqx","batch_150634","2018-11-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,0,"idexxquantitray","mpn","mpn"
"499","estowqx","batch_150635","2018-06-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,4.1,"idexxquantitray","mpn","mpn"
"500","estowqx","batch_150632","2018-07-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,0,"idexxquantitray","mpn","mpn"
"501","estowqx","batch_150649","2018-03-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,13.4,"idexxquantitray","mpn","mpn"
"502","estowqx","batch_150641","2018-04-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,4,"idexxquantitray","mpn","mpn"
"503","estowqx","batch_141743","2018-12-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,10.6,"idexxquantitray","mpn","mpn"
"504","estowqx","batch_141757","2018-04-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,35.9,"idexxquantitray","mpn","mpn"
"505","estowqx","batch_141780","2018-09-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,178.2,"idexxquantitray","mpn","mpn"
"506","estowqx","batch_141771","2018-08-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,547.5,"idexxquantitray","mpn","mpn"
"507","estowqx","batch_141769","2018-06-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,488.4,"idexxquantitray","mpn","mpn"
"508","estowqx","batch_141783","2018-11-18","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,110,"idexxquantitray","mpn","mpn"
"509","estowqx","batch_141774","2018-03-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,88.6,"idexxquantitray","mpn","mpn"
"510","estowqx","batch_141779","2018-05-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,209.8,"idexxquantitray","mpn","mpn"
"511","estowqx","batch_141763","2018-10-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,60.5,"idexxquantitray","mpn","mpn"
"512","estowqx","batch_141760","2018-07-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,222.4,"idexxquantitray","mpn","mpn"
"513","estowqx","batch_51823","2018-09-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,218.7,"idexxquantitray","mpn","mpn"
"514","estowqx","batch_51827","2018-05-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,186,"idexxquantitray","mpn","mpn"
"515","estowqx","batch_51822","2018-10-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,79.4,"idexxquantitray","mpn","mpn"
"516","estowqx","batch_51832","2018-06-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,238.2,"idexxquantitray","mpn","mpn"
"517","estowqx","batch_51850","2018-05-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,248.1,"idexxquantitray","mpn","mpn"
"518","estowqx","batch_51845","2018-07-01","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,325.5,"idexxquantitray","mpn","mpn"
"519","estowqx","batch_51842","2018-05-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,165.8,"idexxquantitray","mpn","mpn"
"520","estowqx","batch_51867","2018-08-20","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,770.1,"idexxquantitray","mpn","mpn"
"521","estowqx","batch_51861","2018-05-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,111.2,"idexxquantitray","mpn","mpn"
"522","estowqx","batch_51784","2018-08-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,547.5,"idexxquantitray","mpn","mpn"
"523","estowqx","batch_51851","2018-06-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,90.6,"idexxquantitray","mpn","mpn"
"524","estowqx","batch_51847","2018-04-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,27.8,"idexxquantitray","mpn","mpn"
"525","estowqx","batch_51763","2018-06-19","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,124.6,"idexxquantitray","mpn","mpn"
"526","estowqx","batch_51836","2018-08-26","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,60.8,"idexxquantitray","mpn","mpn"
"527","estowqx","batch_51855","2018-05-08","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,34.1,"idexxquantitray","mpn","mpn"
"528","estowqx","batch_51844","2018-06-26","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,290.9,"idexxquantitray","mpn","mpn"
"529","estowqx","batch_51859","2018-05-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,461.1,"idexxquantitray","mpn","mpn"
"530","estowqx","batch_51770","2018-07-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,547.5,"idexxquantitray","mpn","mpn"
"531","estowqx","batch_51775","2018-08-05","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,517.2,"idexxquantitray","mpn","mpn"
"532","estowqx","batch_51798","2018-07-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,816.4,"idexxquantitray","mpn","mpn"
"533","estowqx","batch_51860","2018-08-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,435.2,"idexxquantitray","mpn","mpn"
"534","estowqx","batch_51807","2018-09-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,547.5,"idexxquantitray","mpn","mpn"
"535","estowqx","batch_51777","2018-07-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,816.4,"idexxquantitray","mpn","mpn"
"536","estowqx","batch_51879","2018-05-02","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,547.5,"idexxquantitray","mpn","mpn"
"537","estowqx","batch_51809","2018-06-05","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,105,"idexxquantitray","mpn","mpn"
"538","estowqx","batch_51857","2018-06-03","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,344.8,"idexxquantitray","mpn","mpn"
"539","estowqx","batch_51749","2018-07-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,298.7,"idexxquantitray","mpn","mpn"
"540","estowqx","batch_51754","2018-07-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,198.9,"idexxquantitray","mpn","mpn"
"541","estowqx","batch_51884","2018-11-18","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
