"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","sal_pa","sal_vol","sal_molecular","sal_inva","sal_ttr","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"221","guf","guf_331","2013-12-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"222","guf","guf_329","2013-11-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"223","guf","guf_330","2013-11-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"224","guf","guf_221","2013-11-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"225","guf","guf_222","2013-12-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"226","guf","guf_219","2013-11-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"227","guf","guf_225","2013-12-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"228","guf","guf_220","2013-11-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"229","guf","guf_224","2013-12-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"230","guf","guf_223","2013-12-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"231","guf","guf_361","2014-06-05","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"232","guf","guf_378","2014-11-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"233","guf","guf_344","2014-03-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"234","guf","guf_347","2014-03-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"235","guf","guf_366","2014-08-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"236","guf","guf_345","2014-03-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"237","guf","guf_374","2014-10-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"238","guf","guf_353","2014-05-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"239","guf","guf_354","2014-05-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"240","guf","guf_372","2014-09-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"241","guf","guf_339","2014-01-05","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"242","guf","guf_356","2014-05-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"243","guf","guf_340","2014-02-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"244","guf","guf_365","2014-07-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"245","guf","guf_343","2014-02-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"246","guf","guf_368","2014-08-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"247","guf","guf_377","2014-10-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"248","guf","guf_369","2014-08-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"249","guf","guf_341","2014-02-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"250","guf","guf_367","2014-08-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"251","guf","guf_351","2014-04-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"252","guf","guf_362","2014-07-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"253","guf","guf_346","2014-03-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"254","guf","guf_335","2014-01-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"255","guf","guf_375","2014-10-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"256","guf","guf_352","2014-04-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"257","guf","guf_357","2014-06-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"258","guf","guf_349","2014-04-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"259","guf","guf_350","2014-04-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"260","guf","guf_363","2014-07-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"261","guf","guf_385","2014-11-08","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"262","guf","guf_355","2014-05-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"263","guf","guf_337","2014-01-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"264","guf","guf_383","2014-11-06","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"265","guf","guf_364","2014-07-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"266","guf","guf_371","2014-09-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"267","guf","guf_376","2014-10-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"268","guf","guf_381","2014-11-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"269","guf","guf_360","2014-06-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"270","guf","guf_373","2014-09-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"271","guf","guf_370","2014-09-01","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"272","guf","guf_358","2014-06-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"273","guf","guf_336","2014-01-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"274","guf","guf_359","2014-06-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",1,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"275","guf","guf_338","2014-01-04","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"276","guf","guf_379","2014-11-02","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"277","guf","guf_380","2014-11-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
"278","guf","guf_342","2014-02-03","va","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Chesapeake Bay","Chesapeake Bay Lowlands","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Eastern Mountains","Mid-Atlantic","freshwater","pond","pond","surfacewater","pond/lake","grabsample","none",0,2440,"culture","y","n",NA,NA,NA,NA,NA,NA,NA,NA
