"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"271","ceden","cede_152","2018-02-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,17,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"272","ceden","ceden_472","2018-08-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,45,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"273","ceden","ceden_472","2018-02-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,78,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"274","ceden","ceden_472","2018-01-22","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,780,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"275","ceden","cede_52","2018-03-01","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,930,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"276","ceden","cede_47","2018-06-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"277","ceden","cede_45","2018-05-15","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,45,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"278","ceden","cede_50","2018-04-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,680,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"279","ceden","ceden_328","2018-06-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,17,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"280","ceden","ceden_328","2018-03-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,78,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"281","ceden","ceden_328","2018-01-22","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,3100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"282","ceden","ceden_328","2018-01-09","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,780,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"283","ceden","cede_13","2018-03-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,45,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"284","ceden","cede_122","2018-01-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,230,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"285","ceden","cede_121","2018-06-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,110,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"286","ceden","ceden_436","2018-06-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,93,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"287","ceden","cede_79","2018-06-13","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,23,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"288","ceden","ceden_362","2018-01-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,230,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"289","ceden","ceden_362","2018-03-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,17,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"290","ceden","ceden_362","2018-04-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,780,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"291","ceden","ceden_369","2018-04-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,230,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"292","ceden","cede_229","2010-10-06","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,90000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"293","ceden","cede_254","2010-10-30","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,24000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"294","ceden","cede_208","2010-10-06","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,50000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"295","ceden","cede_226","2011-02-16","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,17000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"296","ceden","cede_249","2011-02-16","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"297","ceden","cede_227","2012-11-17","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,28000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"298","ceden","cede_224","2012-03-17","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,9000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"299","ceden","cede_252","2012-03-17","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,14000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"300","ceden","cede_248","2012-05-22","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,70,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"301","ceden","cede_253","2012-01-21","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,16000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"302","ceden","cede_204","2012-01-21","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"303","ceden","cede_223","2013-12-07","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,7000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"304","ceden","cede_251","2013-03-07","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,9000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"305","ceden","cede_255","2013-12-07","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,30000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"306","ceden","cede_246","2013-02-19","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,22000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"307","ceden","cede_230","2014-12-12","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,240000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"308","ceden","cede_239","2014-02-27","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,3000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"309","ceden","cede_206","2014-12-11","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"310","ceden","cede_207","2014-02-27","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,30000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"311","ceden","cede_228","2015-09-15","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,50000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"312","ceden","cede_173","2015-09-15","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"313","ceden","cede_222","2016-06-23","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,33,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"314","ceden","cede_225","2016-11-21","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,17000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"315","ceden","cede_171","2016-01-05","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,3000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"316","ceden","cede_172","2016-10-28","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,24000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"317","ceden","cede_164","2016-11-20","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,2,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"318","ceden","cede_256","2016-12-15","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,92000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"319","ceden","cede_209","2016-11-20","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,110000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"320","ceden","cede_250","2018-03-10","ca","Pacific","MEDITERRANEAN CALIFORNIA","MEDITERRANEAN CALIFORNIA","Southern California Coastal - Baja California","California South Coast","xeric freshwaters and endorheic (closed) basins","Mediterranean Forests, Woodlands and Scrub","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,3500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"321","ceden","cede_135","2010-10-19","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,300,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"322","ceden","cede_139","2010-11-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"323","ceden","cede_140","2010-12-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"324","ceden","cede_144","2010-10-24","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"325","ceden","cede_136","2010-12-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,500,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"326","ceden","ceden_301","2010-12-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,500,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"327","ceden","cede_28","2010-11-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"328","ceden","ceden_328","2010-12-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"329","ceden","ceden_328","2010-11-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"330","ceden","ceden_328","2010-11-07","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"331","ceden","ceden_328","2010-12-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,300,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"332","ceden","cede_4","2010-11-07","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,430,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"333","ceden","cede_7","2010-12-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"334","ceden","cede_113","2010-08-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
"335","ceden","cede_105","2010-12-16","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,220,"sm9230c","membranefiltration","membranefiltration",NA,NA,NA,NA,NA,NA,NA,NA
