"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"740","yuroktepwqx","batchf_106196","2012-04-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,520,"idexxquantitray","mpn","mpn"
"741","yuroktepwqx","batchf_106231","2012-11-12","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1086,"idexxquantitray","mpn","mpn"
"742","yuroktepwqx","batchf_106157","2012-02-28","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,301,"idexxquantitray","mpn","mpn"
"743","yuroktepwqx","batchf_106159","2012-05-29","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,309,"idexxquantitray","mpn","mpn"
"744","yuroktepwqx","batchf_106240","2012-07-09","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1354,"idexxquantitray","mpn","mpn"
"745","yuroktepwqx","batchf_106237","2012-08-06","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1340,"idexxquantitray","mpn","mpn"
"746","yuroktepwqx","batchf_106188","2012-01-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,457,"idexxquantitray","mpn","mpn"
"747","yuroktepwqx","batchf_106172","2012-05-15","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,388,"idexxquantitray","mpn","mpn"
"748","yuroktepwqx","batchf_111193","2012-12-10","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,906,"idexxquantitray","mpn","mpn"
"749","yuroktepwqx","batchf_111237","2012-12-03","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,3654,"idexxquantitray","mpn","mpn"
"750","yuroktepwqx","batchf_111176","2012-11-12","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,565,"idexxquantitray","mpn","mpn"
"751","yuroktepwqx","batchf_111178","2012-01-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,598,"idexxquantitray","mpn","mpn"
"752","yuroktepwqx","batchf_111220","2012-09-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1956,"idexxquantitray","mpn","mpn"
"753","yuroktepwqx","batchf_111218","2012-07-09","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1782,"idexxquantitray","mpn","mpn"
"754","yuroktepwqx","batchf_111226","2012-08-06","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,2613,"idexxquantitray","mpn","mpn"
"755","yuroktepwqx","batchf_111225","2012-11-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,2359,"idexxquantitray","mpn","mpn"
"756","yuroktepwqx","batchf_111157","2012-04-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,399,"idexxquantitray","mpn","mpn"
"757","yuroktepwqx","batchf_111119","2012-03-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,231,"idexxquantitray","mpn","mpn"
"758","yuroktepwqx","batchf_111134","2012-02-28","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,288,"idexxquantitray","mpn","mpn"
"759","yuroktepwqx","batchf_111131","2012-05-29","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,279,"idexxquantitray","mpn","mpn"
"760","yuroktepwqx","batchf_111137","2012-05-15","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,299,"idexxquantitray","mpn","mpn"
"761","yuroktepwqx","batchf_111106","2012-06-11","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,122,"idexxquantitray","mpn","mpn"
"762","yuroktepwqx","batchf_108446","2013-09-23","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1723,"idexxquantitray","mpn","mpn"
"763","yuroktepwqx","batchf_108464","2013-07-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,4884,"idexxquantitray","mpn","mpn"
"764","yuroktepwqx","batchf_108327","2013-02-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,98,"idexxquantitray","mpn","mpn"
"765","yuroktepwqx","batchf_108321","2013-01-14","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,63,"idexxquantitray","mpn","mpn"
"766","yuroktepwqx","batchf_108431","2013-06-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1281,"idexxquantitray","mpn","mpn"
"767","yuroktepwqx","batchf_108347","2013-04-15","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,241,"idexxquantitray","mpn","mpn"
"768","yuroktepwqx","batchf_108434","2013-08-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1334,"idexxquantitray","mpn","mpn"
"769","yuroktepwqx","batchf_108325","2013-03-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,85,"idexxquantitray","mpn","mpn"
"770","yuroktepwqx","batchf_108410","2013-05-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,794,"idexxquantitray","mpn","mpn"
"771","yuroktepwqx","batchf_106268","2013-07-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,3448,"idexxquantitray","mpn","mpn"
"772","yuroktepwqx","batchf_106260","2013-09-23","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,2603,"idexxquantitray","mpn","mpn"
"773","yuroktepwqx","batchf_106166","2013-04-15","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,355,"idexxquantitray","mpn","mpn"
"774","yuroktepwqx","batchf_106147","2013-01-14","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,262,"idexxquantitray","mpn","mpn"
"775","yuroktepwqx","batchf_106173","2013-05-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,404,"idexxquantitray","mpn","mpn"
"776","yuroktepwqx","batchf_106253","2013-06-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,2059,"idexxquantitray","mpn","mpn"
"777","yuroktepwqx","batchf_106267","2013-08-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,3076,"idexxquantitray","mpn","mpn"
"778","yuroktepwqx","batchf_106193","2013-02-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,487,"idexxquantitray","mpn","mpn"
"779","yuroktepwqx","batchf_106178","2013-03-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,426,"idexxquantitray","mpn","mpn"
"780","yuroktepwqx","batchf_111118","2013-02-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,218,"idexxquantitray","mpn","mpn"
"781","yuroktepwqx","batchf_111105","2013-01-14","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,121,"idexxquantitray","mpn","mpn"
"782","yuroktepwqx","batchf_111222","2013-09-23","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,2224,"idexxquantitray","mpn","mpn"
"783","yuroktepwqx","batchf_111243","2013-08-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,8164,"idexxquantitray","mpn","mpn"
"784","yuroktepwqx","batchf_111232","2013-07-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,3130,"idexxquantitray","mpn","mpn"
"785","yuroktepwqx","batchf_111234","2013-06-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,3448,"idexxquantitray","mpn","mpn"
"786","yuroktepwqx","batchf_111123","2013-04-15","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,241,"idexxquantitray","mpn","mpn"
"787","yuroktepwqx","batchf_111200","2013-05-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,990,"idexxquantitray","mpn","mpn"
"788","yuroktepwqx","batchf_111121","2013-03-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,233,"idexxquantitray","mpn","mpn"
"789","yuroktepwqx","batchf_111236","2014-10-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,3448,"idexxquantitray","mpn","mpn"
"790","yuroktepwqx","batchf_111168","2014-11-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,487,"idexxquantitray","mpn","mpn"
"791","yuroktepwqx","batchf_111206","2014-12-15","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1137,"idexxquantitray","mpn","mpn"
"792","yuroktepwqx","batchf_111179","2015-09-21","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,609,"idexxquantitray","mpn","mpn"
"793","yuroktepwqx","batchf_111181","2015-05-18","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,631,"idexxquantitray","mpn","mpn"
"794","yuroktepwqx","batchf_111229","2015-07-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,3076,"idexxquantitray","mpn","mpn"
"795","yuroktepwqx","batchf_111127","2015-03-16","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,256,"idexxquantitray","mpn","mpn"
"796","yuroktepwqx","batchf_111228","2015-08-17","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,2909,"idexxquantitray","mpn","mpn"
"797","yuroktepwqx","batchf_111117","2015-04-13","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,218,"idexxquantitray","mpn","mpn"
"798","yuroktepwqx","batchf_111175","2015-01-20","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,563,"idexxquantitray","mpn","mpn"
"799","yuroktepwqx","batchf_111202","2015-06-22","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1019,"idexxquantitray","mpn","mpn"
"800","yuroktepwqx","batchf_111153","2015-02-23","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,393,"idexxquantitray","mpn","mpn"
"801","yuroktepwqx","batchf_108466","2018-10-08","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,5475,"idexxquantitray","mpn","mpn"
"802","yuroktepwqx","batchf_108423","2018-09-10","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,1081,"idexxquantitray","mpn","mpn"
"803","yuroktepwqx","batchf_108356","2018-03-14","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,272,"idexxquantitray","mpn","mpn"
"804","yuroktepwqx","batchf_108326","2018-02-19","ca","Pacific","NORTHWESTERN FORESTED MOUNTAINS","WESTERN CORDILLERA","Oregon & Northern California Coastal","Klamath Mountains","temperate coastal rivers","Temperate Conifer Forests","California Region","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",NA,NA,NA,NA,NA,NA,NA,NA,97,"idexxquantitray","mpn","mpn"
