"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"401","shopaitrwqx","batch2_221440","2013-08-26","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",82,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"402","shopaitrwqx","batch2_221431","2013-08-26","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",82,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"403","shopaitrwqx","batch_144510","2013-04-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"404","shopaitrwqx","batch_144523","2013-04-30","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"405","shopaitrwqx","batch_144529","2013-08-26","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",28,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"406","shopaitrwqx","batch_144516","2013-08-26","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",28,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"407","shopaitrwqx","batch_142371","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"408","shopaitrwqx","batch_142372","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"409","shopaitrwqx","batch_133774","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,16,"sm9222d","sm9222","membranefiltration"
"410","shopaitrwqx","batch_142380","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12000,"sm9222d","sm9222","membranefiltration"
"411","shopaitrwqx","batch_133762","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,16,"sm9222d","sm9222","membranefiltration"
"412","shopaitrwqx","batch_142383","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"413","shopaitrwqx","batch_142391","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12000,"sm9222d","sm9222","membranefiltration"
"414","shopaitrwqx","batch_142382","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"415","shopaitrwqx","batch_144476","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"416","shopaitrwqx","batch_144485","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,14,"sm9222d","sm9222","membranefiltration"
"417","shopaitrwqx","batch_144493","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"418","shopaitrwqx","batch_144500","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,24,"sm9222d","sm9222","membranefiltration"
"419","shopaitrwqx","batch_144482","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,24,"sm9222d","sm9222","membranefiltration"
"420","shopaitrwqx","batch_144501","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,14,"sm9222d","sm9222","membranefiltration"
"421","shopaitrwqx","batch_153454","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,82,"sm9222d","sm9222","membranefiltration"
"422","shopaitrwqx","batch_153456","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,200,"sm9222d","sm9222","membranefiltration"
"423","shopaitrwqx","batch_153443","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,200,"sm9222d","sm9222","membranefiltration"
"424","shopaitrwqx","batch_153441","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,82,"sm9222d","sm9222","membranefiltration"
"425","shopaitrwqx","batch_144467","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration"
"426","shopaitrwqx","batch_144443","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,8,"sm9222d","sm9222","membranefiltration"
"427","shopaitrwqx","batch_144468","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,18,"sm9222d","sm9222","membranefiltration"
"428","shopaitrwqx","batch_144450","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,36,"sm9222d","sm9222","membranefiltration"
"429","shopaitrwqx","batch_144451","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,18,"sm9222d","sm9222","membranefiltration"
"430","shopaitrwqx","batch_144459","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,8,"sm9222d","sm9222","membranefiltration"
"431","shopaitrwqx","batch_144433","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,8,"sm9222d","sm9222","membranefiltration"
"432","shopaitrwqx","batch_144439","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,120,"sm9222d","sm9222","membranefiltration"
"433","shopaitrwqx","batch_144422","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,8,"sm9222d","sm9222","membranefiltration"
"434","shopaitrwqx","batch_144429","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,120,"sm9222d","sm9222","membranefiltration"
"435","shopaitrwqx","batch_142000","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,420,"sm9222d","sm9222","membranefiltration"
"436","shopaitrwqx","batch_141992","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"437","shopaitrwqx","batch_142003","2007-05-01","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"438","shopaitrwqx","batch_142011","2007-09-04","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,420,"sm9222d","sm9222","membranefiltration"
"439","shopaitrwqx","batch_141998","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,160,"sm9222d","sm9222","membranefiltration"
"440","shopaitrwqx","batch_142009","2007-11-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,160,"sm9222d","sm9222","membranefiltration"
"441","shopaitrwqx","batch_133784","2008-08-12","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,460,"sm9222d","sm9222","membranefiltration"
"442","shopaitrwqx","batch_133772","2008-08-12","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,460,"sm9222d","sm9222","membranefiltration"
"443","shopaitrwqx","batch_142370","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,4,"sm9222d","sm9222","membranefiltration"
"444","shopaitrwqx","batch_142376","2008-11-11","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,66,"sm9222d","sm9222","membranefiltration"
"445","shopaitrwqx","batch_133778","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,52,"sm9222d","sm9222","membranefiltration"
"446","shopaitrwqx","batch_142374","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,44,"sm9222d","sm9222","membranefiltration"
"447","shopaitrwqx","batch_142387","2008-11-11","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,66,"sm9222d","sm9222","membranefiltration"
"448","shopaitrwqx","batch_133776","2008-12-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"449","shopaitrwqx","batch_142381","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,4,"sm9222d","sm9222","membranefiltration"
"450","shopaitrwqx","batch_133766","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,52,"sm9222d","sm9222","membranefiltration"
"451","shopaitrwqx","batch_133764","2008-12-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,20,"sm9222d","sm9222","membranefiltration"
"452","shopaitrwqx","batch_142385","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,44,"sm9222d","sm9222","membranefiltration"
"453","shopaitrwqx","batch_144508","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,68,"sm9222d","sm9222","membranefiltration"
"454","shopaitrwqx","batch_144486","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,29,"sm9222d","sm9222","membranefiltration"
"455","shopaitrwqx","batch_144481","2008-11-11","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"456","shopaitrwqx","batch_144498","2008-11-11","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,12,"sm9222d","sm9222","membranefiltration"
"457","shopaitrwqx","batch_144491","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,68,"sm9222d","sm9222","membranefiltration"
"458","shopaitrwqx","batch_144503","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,29,"sm9222d","sm9222","membranefiltration"
"459","shopaitrwqx","batch_153434","2008-11-11","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,4,"sm9222d","sm9222","membranefiltration"
"460","shopaitrwqx","batch_153439","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,106,"sm9222d","sm9222","membranefiltration"
"461","shopaitrwqx","batch_153447","2008-11-11","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,4,"sm9222d","sm9222","membranefiltration"
"462","shopaitrwqx","batch_153457","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,140,"sm9222d","sm9222","membranefiltration"
"463","shopaitrwqx","batch_153452","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,106,"sm9222d","sm9222","membranefiltration"
"464","shopaitrwqx","batch_153444","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,140,"sm9222d","sm9222","membranefiltration"
"465","shopaitrwqx","batch_144442","2008-02-18","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,4,"sm9222d","sm9222","membranefiltration"
"466","shopaitrwqx","batch_144455","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,40,"sm9222d","sm9222","membranefiltration"
"467","shopaitrwqx","batch_144473","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,84,"sm9222d","sm9222","membranefiltration"
"468","shopaitrwqx","batch_144456","2008-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,84,"sm9222d","sm9222","membranefiltration"
"469","shopaitrwqx","batch_144465","2008-11-11","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,14,"sm9222d","sm9222","membranefiltration"
"470","shopaitrwqx","batch_144472","2008-09-02","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,40,"sm9222d","sm9222","membranefiltration"
