"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","sal_pa","sal_vol","sal_molecular","sal_inva","sal_ttr","pec_pa","stec_pa","epec_pa","o157h7_pa","pec_vol","pec_molecular","pec_stx","pec_eaea","pec_rfb0157","pec_hly","pec_h7flic","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"235","zuf","zuf509","2013-12-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",111.2,"idexxquantitray","mpn","mpn",9330,"idexxquantitray","mpn","mpn",167000,"idexxquantitray","mpn","mpn"
"236","zuf","zuf465","2013-02-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",34.1,"idexxquantitray","mpn","mpn",648800,"idexxquantitray","mpn","mpn"
"237","zuf","zuf490","2013-05-08","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",24.6,"idexxquantitray","mpn","mpn",1732.9,"idexxquantitray","mpn","mpn",9580,"idexxquantitray","mpn","mpn"
"238","zuf","zuf469","2013-02-18","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",3.1,"idexxquantitray","mpn","mpn",183.5,"idexxquantitray","mpn","mpn",54750,"idexxquantitray","mpn","mpn"
"239","zuf","zuf494","2013-05-24","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","p","p",150,"molecular","y","y","y","y","y",133.6,"idexxquantitray","mpn","mpn",579.4,"idexxquantitray","mpn","mpn",344800,"idexxquantitray","mpn","mpn"
"240","zuf","zuf478","2013-04-03","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",3,"idexxquantitray","mpn","mpn",42.8,"idexxquantitray","mpn","mpn",8160,"idexxquantitray","mpn","mpn"
"241","zuf","zuf501","2013-11-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",26.9,"idexxquantitray","mpn","mpn",365.4,"idexxquantitray","mpn","mpn",10500,"idexxquantitray","mpn","mpn"
"242","zuf","zuf481","2013-04-10","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","p","n",150,"molecular","y","y","y","y","y",5.2,"idexxquantitray","mpn","mpn",163.8,"idexxquantitray","mpn","mpn",17890,"idexxquantitray","mpn","mpn"
"243","zuf","zuf486","2013-04-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",225.4,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn",107600,"idexxquantitray","mpn","mpn"
"244","zuf","zuf474","2013-03-20","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",0,"n","n","n",150,"molecular","y","y","y","y","y",2,"idexxquantitray","mpn","mpn",139.1,"idexxquantitray","mpn","mpn",6130,"idexxquantitray","mpn","mpn"
"245","zuf","zuf479","2013-04-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",61.3,"idexxquantitray","mpn","mpn",3270,"idexxquantitray","mpn","mpn",613100,"idexxquantitray","mpn","mpn"
"246","zuf","zuf147","2013-12-18","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",12.1,"idexxquantitray","mpn","mpn",151,"idexxquantitray","mpn","mpn",20640,"idexxquantitray","mpn","mpn"
"247","zuf","zuf131","2013-05-15","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",13.4,"idexxquantitray","mpn","mpn",90.7,"idexxquantitray","mpn","mpn",14670,"idexxquantitray","mpn","mpn"
"248","zuf","zuf107","2013-02-15","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",524.7,"idexxquantitray","mpn","mpn",2880,"idexxquantitray","mpn","mpn",298700,"idexxquantitray","mpn","mpn"
"249","zuf","zuf104","2013-01-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",3,"idexxquantitray","mpn","mpn",52.8,"idexxquantitray","mpn","mpn",8600,"idexxquantitray","mpn","mpn"
"250","zuf","zuf148","2013-12-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","p","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",68.9,"idexxquantitray","mpn","mpn",22240,"idexxquantitray","mpn","mpn"
"251","zuf","zuf140","2013-10-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",6.3,"idexxquantitray","mpn","mpn",1203.3,"idexxquantitray","mpn","mpn",24950,"idexxquantitray","mpn","mpn"
"252","zuf","zuf126","2013-04-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",435.2,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn",816400,"idexxquantitray","mpn","mpn"
"253","zuf","zuf125","2013-04-24","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",1,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",2180,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn",98040000,"idexxquantitray","mpn","mpn"
"254","zuf","zuf142","2013-11-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",6.2,"idexxquantitray","mpn","mpn",290.9,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn"
"255","zuf","zuf146","2013-12-11","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",49.6,"idexxquantitray","mpn","mpn",141360,"idexxquantitray","mpn","mpn"
"256","zuf","zuf127","2013-05-01","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","p","n",150,"molecular","y","y","y","y","y",290.3,"idexxquantitray","mpn","mpn",5450,"idexxquantitray","mpn","mpn",980400,"idexxquantitray","mpn","mpn"
"257","zuf","zuf116","2013-03-25","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",1986.3,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn",488400,"idexxquantitray","mpn","mpn"
"258","zuf","zuf113","2013-03-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",2,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn"
"259","zuf","zuf117","2013-03-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",238.2,"idexxquantitray","mpn","mpn",343,"idexxquantitray","mpn","mpn",86000,"idexxquantitray","mpn","mpn"
"260","zuf","zuf112","2013-03-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",178.2,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn"
"261","zuf","zuf102","2013-01-16","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",70.3,"idexxquantitray","mpn","mpn",1553.1,"idexxquantitray","mpn","mpn"
"262","zuf","zuf133","2013-05-22","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",365.4,"idexxquantitray","mpn","mpn",81640,"idexxquantitray","mpn","mpn",920800,"idexxquantitray","mpn","mpn"
"263","zuf","zuf149","2013-12-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",42.8,"idexxquantitray","mpn","mpn",3640,"idexxquantitray","mpn","mpn",46740,"idexxquantitray","mpn","mpn"
"264","zuf","zuf128","2013-05-02","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","p","n",150,"molecular","y","y","y","y","y",6950,"idexxquantitray","mpn","mpn",141360,"idexxquantitray","mpn","mpn",24810000,"idexxquantitray","mpn","mpn"
"265","zuf","zuf144","2013-11-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",7.3,"idexxquantitray","mpn","mpn",298.7,"idexxquantitray","mpn","mpn",14210,"idexxquantitray","mpn","mpn"
"266","zuf","zuf115","2013-03-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",11530,"idexxquantitray","mpn","mpn",15290,"idexxquantitray","mpn","mpn",6488000,"idexxquantitray","mpn","mpn"
"267","zuf","zuf110","2013-02-20","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",24.3,"idexxquantitray","mpn","mpn",172.7,"idexxquantitray","mpn","mpn",43600,"idexxquantitray","mpn","mpn"
"268","zuf","zuf138","2013-10-16","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",7.5,"idexxquantitray","mpn","mpn",261.3,"idexxquantitray","mpn","mpn",8860,"idexxquantitray","mpn","mpn"
"269","zuf","zuf145","2013-12-03","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","p",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",38.1,"idexxquantitray","mpn","mpn",2990,"idexxquantitray","mpn","mpn"
"270","zuf","zuf132","2013-05-21","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","p",150,"molecular","y","y","y","y","y",727,"idexxquantitray","mpn","mpn",155310,"idexxquantitray","mpn","mpn",1119900,"idexxquantitray","mpn","mpn"
"271","zuf","zuf135","2013-05-26","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","p","n",150,"molecular","y","y","y","y","y",44.1,"idexxquantitray","mpn","mpn",11190,"idexxquantitray","mpn","mpn",36540,"idexxquantitray","mpn","mpn"
"272","zuf","zuf120","2013-04-08","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",69.5,"idexxquantitray","mpn","mpn",4740,"idexxquantitray","mpn","mpn"
"273","zuf","zuf100","2013-01-02","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",1553.1,"idexxquantitray","mpn","mpn",1553.1,"idexxquantitray","mpn","mpn"
"274","zuf","zuf108","2013-02-17","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",156.5,"idexxquantitray","mpn","mpn",1553.1,"idexxquantitray","mpn","mpn",61310,"idexxquantitray","mpn","mpn"
"275","zuf","zuf111","2013-02-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","p","p",150,"molecular","y","y","y","y","y",30.9,"idexxquantitray","mpn","mpn",1046.2,"idexxquantitray","mpn","mpn",4140,"idexxquantitray","mpn","mpn"
"276","zuf","zuf103","2013-01-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",4.1,"idexxquantitray","mpn","mpn",1732.9,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn"
"277","zuf","zuf124","2013-04-22","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",1,150,"molecular","y","n",1,"p","p","p",150,"molecular","y","y","y","y","y",14970,"idexxquantitray","mpn","mpn",3210,"idexxquantitray","mpn","mpn",37840000,"idexxquantitray","mpn","mpn"
"278","zuf","zuf106","2013-02-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",0,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",3.1,"idexxquantitray","mpn","mpn",2419.6,"idexxquantitray","mpn","mpn"
"279","zuf","zuf119","2013-04-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"p","n","n",150,"molecular","y","y","y","y","y",53.7,"idexxquantitray","mpn","mpn",461.1,"idexxquantitray","mpn","mpn",36540,"idexxquantitray","mpn","mpn"
"280","zuf","zuf141","2013-11-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",11,"idexxquantitray","mpn","mpn",1413.6,"idexxquantitray","mpn","mpn",75560,"idexxquantitray","mpn","mpn"
"281","zuf","zuf105","2013-02-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,150,"molecular","y","n",1,"n","n","n",150,"molecular","y","y","y","y","y",1,"idexxquantitray","mpn","mpn",6.3,"idexxquantitray","mpn","mpn",2430,"idexxquantitray","mpn","mpn"
