"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"1232","ceden_369","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1233","ceden_369","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1234","ceden_369","grabsample","none",NA,NA,NA,NA,47,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1235","ceden_369","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1236","ceden_369","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1237","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1238","ceden_369","grabsample","none",NA,NA,NA,NA,70,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1239","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1240","ceden_369","grabsample","none",NA,NA,NA,NA,40,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1241","ceden_369","grabsample","none",NA,NA,NA,NA,13,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1242","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1243","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1244","ceden_369","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1245","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1246","ceden_369","grabsample","none",NA,NA,NA,NA,250,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1247","ceden_369","grabsample","none",NA,NA,NA,NA,17000,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1248","ceden_369","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1249","ceden_369","grabsample","none",NA,NA,NA,NA,2,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1250","ceden_369","grabsample","none",NA,NA,NA,NA,50,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1251","ceden_369","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1252","ceden_369","grabsample","none",NA,NA,NA,NA,700,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1253","ceden_369","grabsample","none",NA,NA,NA,NA,680,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1254","ceden_369","grabsample","none",NA,NA,NA,NA,2700,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1255","ceden_369","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1256","ceden_369","grabsample","none",NA,NA,NA,NA,3100,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1257","ceden_369","grabsample","none",NA,NA,NA,NA,59,"sm9230c","membranefiltration","membranefiltration",8,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1258","ceden_369","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1259","ceden_369","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1260","ceden_369","grabsample","none",NA,NA,NA,NA,47,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1261","ceden_369","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1262","ceden_369","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1263","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1264","ceden_369","grabsample","none",NA,NA,NA,NA,70,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1265","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1266","ceden_369","grabsample","none",NA,NA,NA,NA,40,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1267","ceden_369","grabsample","none",NA,NA,NA,NA,13,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1268","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1269","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1270","ceden_369","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1271","ceden_369","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1272","ceden_369","grabsample","none",NA,NA,NA,NA,250,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1273","ceden_369","grabsample","none",NA,NA,NA,NA,17000,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1274","ceden_369","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1275","ceden_369","grabsample","none",NA,NA,NA,NA,2,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1276","ceden_369","grabsample","none",NA,NA,NA,NA,50,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1277","ceden_369","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1278","ceden_369","grabsample","none",NA,NA,NA,NA,700,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1279","ceden_369","grabsample","none",NA,NA,NA,NA,680,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1280","ceden_369","grabsample","none",NA,NA,NA,NA,2700,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1281","ceden_369","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1282","ceden_369","grabsample","none",NA,NA,NA,NA,3100,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1283","ceden_369","grabsample","none",NA,NA,NA,NA,59,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1284","cede_163","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,3500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1285","cede_153","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,21,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1286","cede_149","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",2100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1287","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1288","ceden_472","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1289","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1290","ceden_472","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1291","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1292","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1293","ceden_472","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1294","ceden_472","grabsample","none",NA,NA,NA,NA,220,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1295","ceden_472","grabsample","none",NA,NA,NA,NA,7,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1296","ceden_472","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1297","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1298","ceden_472","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1299","ceden_472","grabsample","none",NA,NA,NA,NA,64,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1300","ceden_472","grabsample","none",NA,NA,NA,NA,27,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1301","ceden_472","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1302","ceden_472","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1303","ceden_472","grabsample","none",NA,NA,NA,NA,350,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1304","ceden_472","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1305","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1306","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1307","ceden_472","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1308","ceden_472","grabsample","none",NA,NA,NA,NA,2400,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1309","ceden_472","grabsample","none",NA,NA,NA,NA,60,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1310","ceden_472","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1311","ceden_472","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1312","ceden_472","grabsample","none",NA,NA,NA,NA,54,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1313","ceden_472","grabsample","none",NA,NA,NA,NA,550,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1314","ceden_472","grabsample","none",NA,NA,NA,NA,77,"sm9230c","membranefiltration","membranefiltration",1400,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1315","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1316","ceden_472","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1317","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1318","ceden_472","grabsample","none",NA,NA,NA,NA,22,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1319","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1320","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1321","ceden_472","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1322","ceden_472","grabsample","none",NA,NA,NA,NA,220,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1323","ceden_472","grabsample","none",NA,NA,NA,NA,7,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1324","ceden_472","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1325","ceden_472","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1326","ceden_472","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1327","ceden_472","grabsample","none",NA,NA,NA,NA,64,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1328","ceden_472","grabsample","none",NA,NA,NA,NA,27,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1329","ceden_472","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1330","ceden_472","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1331","ceden_472","grabsample","none",NA,NA,NA,NA,350,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1332","ceden_472","grabsample","none",NA,NA,NA,NA,3400,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1333","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1334","ceden_472","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1335","ceden_472","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1336","ceden_472","grabsample","none",NA,NA,NA,NA,2400,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1337","ceden_472","grabsample","none",NA,NA,NA,NA,60,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1338","ceden_472","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1339","ceden_472","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1340","ceden_472","grabsample","none",NA,NA,NA,NA,54,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1341","ceden_472","grabsample","none",NA,NA,NA,NA,550,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1342","ceden_472","grabsample","none",NA,NA,NA,NA,77,"sm9230c","membranefiltration","membranefiltration",1100,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1343","cede_51","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,700,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1344","ceden_328","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1345","ceden_328","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1346","ceden_328","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1347","ceden_328","grabsample","none",NA,NA,NA,NA,300,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1348","ceden_328","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1349","ceden_328","grabsample","none",NA,NA,NA,NA,70,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1350","ceden_328","grabsample","none",NA,NA,NA,NA,1400,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1351","ceden_328","grabsample","none",NA,NA,NA,NA,2500,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1352","ceden_328","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1353","ceden_328","grabsample","none",NA,NA,NA,NA,1700,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1354","ceden_328","grabsample","none",NA,NA,NA,NA,4,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1355","ceden_328","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1356","ceden_328","grabsample","none",NA,NA,NA,NA,450,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1357","ceden_328","grabsample","none",NA,NA,NA,NA,2100,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1358","ceden_328","grabsample","none",NA,NA,NA,NA,7500,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1359","ceden_328","grabsample","none",NA,NA,NA,NA,88,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1360","ceden_328","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1361","ceden_328","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",1300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1362","ceden_328","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1363","ceden_328","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1364","ceden_328","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1365","ceden_328","grabsample","none",NA,NA,NA,NA,300,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1366","ceden_328","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1367","ceden_328","grabsample","none",NA,NA,NA,NA,70,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1368","ceden_328","grabsample","none",NA,NA,NA,NA,1400,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1369","ceden_328","grabsample","none",NA,NA,NA,NA,2500,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1370","ceden_328","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1371","ceden_328","grabsample","none",NA,NA,NA,NA,1700,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1372","ceden_328","grabsample","none",NA,NA,NA,NA,4,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1373","ceden_328","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1374","ceden_328","grabsample","none",NA,NA,NA,NA,450,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1375","ceden_328","grabsample","none",NA,NA,NA,NA,2100,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1376","ceden_328","grabsample","none",NA,NA,NA,NA,7500,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1377","ceden_328","grabsample","none",NA,NA,NA,NA,88,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1378","ceden_328","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1379","ceden_328","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1380","cede_23","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,24000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1381","cede_24","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,50000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1382","cede_16","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1383","cede_114","grabsample","none",NA,NA,NA,NA,2300,"sm9230c","membranefiltration","membranefiltration",24000,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1384","cede_120","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,80,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1385","ceden_436","grabsample","none",NA,NA,NA,NA,430,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1386","ceden_436","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1387","ceden_436","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1388","ceden_436","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1389","ceden_436","grabsample","none",NA,NA,NA,NA,500,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1390","ceden_436","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1391","ceden_436","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1392","ceden_436","grabsample","none",NA,NA,NA,NA,50,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1393","ceden_436","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1394","ceden_436","grabsample","none",NA,NA,NA,NA,17,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1395","ceden_436","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1396","ceden_436","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1397","ceden_436","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1398","ceden_436","grabsample","none",NA,NA,NA,NA,13000,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"1399","ceden_436","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",350,"sm9221e","sm9221","mpn",NA,NA,NA,NA
