"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"4119","nars","nars_3178","2014-06-05","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,128.4282163,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4120","nars","nars_703","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","canal","canal","surfacewater","canal","grabsample","membrane",NA,NA,NA,NA,41766,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4121","nars","nars_3175","2014-08-07","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1346.057737,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4122","nars","nars_3191","2014-08-06","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,413.5658318,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4123","nars","nars_1059","2015-09-02","nd","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Northern Plains","Western Great Plains","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4124","nars","nars_3136","2014-07-22","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1822.671575,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4125","nars","nars_3207","2014-07-23","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,840.3378022,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4126","nars","nars_3170","2014-06-30","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,524.8001027,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4127","nars","nars_748","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,582,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4128","nars","nars_3134","2014-08-28","mn","West North Central","WATER","WATER","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,67.25234954,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4129","nars","nars_3212","2014-08-27","mn","West North Central","WATER","WATER","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,363.6569607,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4130","nars","nars_2599","2015-06-14","mn","West North Central","WATER","WATER","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4131","nars","nars_2600","2015-07-13","mn","West North Central","WATER","WATER","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,297.0165919,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4132","nars","nars_1593","2015-09-02","mn","West North Central","WATER","WATER","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1561,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4133","nars","nars_704","2015-09-02","mn","West North Central","WATER","WATER","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2300,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4134","nars","nars_2634","2015-06-12","mn","West North Central","WATER","WATER","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,160.7167905,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4135","nars","nars_3199","2014-08-13","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,233.9060403,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4136","nars","nars_739","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,899,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4137","nars","nars_727","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,437,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4138","nars","nars_3195","2013-08-20","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,538.3538994,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4139","nars","nars_3194","2013-08-05","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,7250.398852,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4140","nars","nars_714","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,420,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4141","nars","nars_3130","2013-08-29","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,511.0281628,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4142","nars","nars_3181","2013-08-28","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,228.8231423,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4143","nars","nars_3177","2013-07-08","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,225.1225709,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4144","nars","nars_747","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","canal","canal","surfacewater","canal","grabsample","membrane",NA,NA,NA,NA,2380,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4145","nars","nars_697","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1372,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4146","nars","nars_696","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,547,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4147","nars","nars_3180","2013-07-22","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1347.814336,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4148","nars","nars_736","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1264,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4149","nars","nars_3166","2014-06-17","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,3558.267441,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4150","nars","nars_732","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,321,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4151","nars","nars_3160","2014-06-04","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,823.0384566,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4152","nars","nars_725","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,230,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4153","nars","nars_3145","2013-08-21","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,586.5695305,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4154","nars","nars_711","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,606,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4155","nars","nars_3171","2014-07-01","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2279.580701,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4156","nars","nars_3197","2014-08-12","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,787.4073718,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4157","nars","nars_3196","2014-07-16","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,359.7604055,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4158","nars","nars_3213","2014-07-17","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,474.9303115,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4159","nars","nars_3205","2014-07-29","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,276.6280483,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4160","nars","nars_3206","2014-07-30","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,978.6854662,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4161","nars","nars_3144","2014-08-19","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,129.486522,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4162","nars","nars_3143","2014-07-31","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,326.3497877,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4163","nars","nars_3151","2014-08-20","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,23.81266169,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4164","nars","nars_716","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,275,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4165","nars","nars_745","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,198,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4166","nars","nars_746","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,105,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4167","nars","nars_709","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,143,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4168","nars","nars_710","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4169","nars","nars_719","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4170","nars","nars_3172","2013-08-07","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,548.7432255,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4171","nars","nars_3163","2013-08-13","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,446.4805911,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4172","nars","nars_731","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,829,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4173","nars","nars_3208","2014-07-08","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,898.0123743,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4174","nars","nars_3168","2014-06-24","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,915.2845406,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4175","nars","nars_3164","2014-06-25","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,627.9579985,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4176","nars","nars_3200","2014-07-09","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,147.5635453,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4177","nars","nars_2626","2015-06-16","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4178","nars","nars_2598","2015-07-14","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4179","nars","nars_2597","2015-06-15","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4180","nars","nars_1594","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,309,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4181","nars","nars_734","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,494,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4182","nars","nars_3201","2013-06-26","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1966.134358,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4183","nars","nars_740","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","English - Winnipeg Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","canal","canal","surfacewater","canal","grabsample","membrane",NA,NA,NA,NA,2523,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4184","nars","nars_3138","2013-08-19","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,379.2489565,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4185","nars","nars_3203","2013-06-12","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,801.9692269,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4186","nars","nars_733","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,392,"epa1606","qpcr","molecular",NA,NA,NA,NA
